ID,type,path_to_file,begin_line,link_to_comment,comment,non-information,label,Expected
804,Javadoc,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/push/PushToApplicationSettings.java,56,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/push/PushToApplicationSettings.java#L56,This method is called to indicate that the settings panel returned from the getSettingsPanel() method has been shown to the user and that the user has indicated that the settings should be stored. This method must store the state of the widgets in the settings panel to Globals.prefs.,no,FALSE,0
857,Javadoc,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/ClipBoardManager.java,56,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/ClipBoardManager.java#L56,"Get the String residing on the clipboard. @return any text found on the Clipboard; if none found, return an empty String.",yes,TRUE,1
622,Line,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/groups/GroupDialog.java,167,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/groups/GroupDialog.java#L167,Build individual layout cards for each group,no,FALSE,0
474,Javadoc,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/entryeditor/EntryEditor.java,196,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/entryeditor/EntryEditor.java#L196,Set-up key bindings specific for the entry editor.,yes,TRUE,1
752,Line,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/entryeditor/fileannotationtab/FileAnnotationTabViewModel.java,106,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/entryeditor/fileannotationtab/FileAnnotationTabViewModel.java#L106,Pretend that we just switched to the current file in order to refresh the display,no,FALSE,0
90,Line,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/exporter/SaveAllAction.java,30,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/exporter/SaveAllAction.java#L30,TODO: can we find out whether the save was actually done or not?,no,FALSE,0
542,Javadoc,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/util/BackgroundTask.java,166,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/util/BackgroundTask.java#L166,Creates a {@link BackgroundTask} that first runs this task and based on the result runs a second task.,no,FALSE,0
363,Javadoc,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/autocompleter/AutoCompletionTextInputBinding.java,68,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/autocompleter/AutoCompletionTextInputBinding.java#L68,Creates a new auto-completion binding between the given textInputControl and the given suggestion provider.,yes,TRUE,1
287,Line,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/entryeditor/EntryEditor.java,372,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/entryeditor/EntryEditor.java#L372,Update type label,no,FALSE,0
639,Javadoc,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/push/PushToApplication.java,29,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/push/PushToApplication.java#L29,"Reporting etc., this method is called on the event dispatch thread after pushEntries() returns.",no,FALSE,0
8,Line,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/JabRefGUI.java,203,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/JabRefGUI.java#L203,"Already parsed via command line parameter, e.g., ""jabref.jar somefile.bib""",no,FALSE,0
29,Line,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/edit/CopyBibTeXKeyAndLinkAction.java,57,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/edit/CopyBibTeXKeyAndLinkAction.java#L57,All entries had keys.,no,FALSE,0
160,Line,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/entryeditor/EntryEditor.java,179,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/entryeditor/EntryEditor.java#L179,Alt on Windows,no,FALSE,0
87,Javadoc,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/autocompleter/SuggestionProvider.java,144,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/autocompleter/SuggestionProvider.java#L144,Create a new SuggestionProviderString,yes,TRUE,1
580,Javadoc,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/externalfiles/FindUnlinkedFilesDialog.java,278,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/externalfiles/FindUnlinkedFilesDialog.java#L278,Starts the search of unlinked files according chosen directory and the file type selection. The search will process in a separate thread and a progress indicator will be displayed.,no,FALSE,0
948,Javadoc,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/DialogService.java,94,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/DialogService.java#L94," Create and display error dialog displaying the given exception. @param exception the exception causing the error
",yes,TRUE,1
422,Javadoc,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/groups/UndoableModifySubtree.java,11,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/groups/UndoableModifySubtree.java#L11,A backup of the groups before the modification,no,FALSE,0
53,Line,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/openoffice/OpenOfficePanel.java,557,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/openoffice/OpenOfficePanel.java#L557,"No, we canceled (or there is no panel to get the database from, highly unlikely)",no,FALSE,0
176,Line,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/openoffice/Bootstrap.java,326,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/openoffice/Bootstrap.java#L326,wait until office is started,no,FALSE,0
537,Line,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/groups/GroupTreeViewModel.java,153,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/groups/GroupTreeViewModel.java#L153,TODO: Expand parent to make new group visible parent.expand();,no,FALSE,0
638,Line,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/maintable/CellFactory.java,39,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/maintable/CellFactory.java#L39,"icon.setToolTipText(Localization.lang(""Open"") + "" ArXiv URL"");",yes,TRUE,1
430,Javadoc,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/desktop/os/NativeDesktop.java,34,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/desktop/os/NativeDesktop.java#L34,Returns the path to the system's applications folder.,yes,TRUE,1
786,Line,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/maintable/MainTable.java,123,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/maintable/MainTable.java#L123,Store visual state,yes,TRUE,1
488,Line,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/mergeentries/FetchAndMergeEntry.java,124,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/mergeentries/FetchAndMergeEntry.java#L124,"Remove fields which are not in the merged entry, unless they are internal fields",no,FALSE,0
1017,Line,https://github.com/nnovielli/jabref/blob/master/src/main/java/oracle/jdbc/OracleConnection.java,160,https://github.com/nnovielli/jabref/blob/master/src/main/java/oracle/jdbc/OracleConnection.java#L160,Auto-generated method stub,yes,TRUE,1
749,Javadoc,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/help/VersionWorker.java,30,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/help/VersionWorker.java#L30,The current version of the installed JabRef,yes,TRUE,1
301,Line,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/util/TextFlowLimited.java,66,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/util/TextFlowLimited.java#L66,Display link to expand text,no,FALSE,0
312,Line,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/search/GlobalSearchBar.java,388,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/search/GlobalSearchBar.java#L388,empty,yes,TRUE,1
876,Line,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/cli/ArgumentProcessor.java,427,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/cli/ArgumentProcessor.java#L427,"Set the global variable for this database's file directory before exporting, so formatters can resolve linked files correctly. (This is an ugly hack!)",no,FALSE,0
408,Javadoc,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/documentviewer/DocumentViewerControl.java,134,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/documentviewer/DocumentViewerControl.java#L134,"Represents the viewport for a page. Note: the instances of {@link DocumentViewerPage} are reused, i.e., not every page is rendered in a new instance but instead {@link DocumentViewerPage#updateItem(Object)} is called.",no,FALSE,0
819,Line,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/entryeditor/MathSciNetTab.java,40,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/entryeditor/MathSciNetTab.java#L40,Hide progress indicator if finished (over 70% loaded),no,FALSE,0
37,Line,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/JabRefGUI.java,115,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/JabRefGUI.java#L115,Define focused tab,no,FALSE,0
617,Line,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/JabRefFrame.java,1144,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/JabRefFrame.java#L1144,empty tab without database,yes,TRUE,1
300,Line,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/groups/GroupTreeView.java,381,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/groups/GroupTreeView.java#L381,leave the expansion state of the tree item as it is,no,FALSE,0
152,Line,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/collab/GroupChangeViewModel.java,37,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/collab/GroupChangeViewModel.java#L37,I think setting root to null is not possible,no,FALSE,0
478,Line,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/entryeditor/fileannotationtab/FileAnnotationTabViewModel.java,101,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/entryeditor/fileannotationtab/FileAnnotationTabViewModel.java#L101,Remove annotations for the current entry and reinitialize annotation/cache,no,FALSE,0
721,Line,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/fieldeditors/EditorTextField.java,25,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/fieldeditors/EditorTextField.java#L25,Always fill out all the available space,no,FALSE,0
492,Javadoc,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/externalfiletype/CustomExternalFileType.java,135,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/externalfiletype/CustomExternalFileType.java#L135,Set the string associated with this file type's icon.,yes,TRUE,1
540,Line,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/push/PushToLyx.java,75,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/push/PushToLyx.java#L75,"this needs to fixed because it gives ""asdf"" when going prefs.get(""lyxpipe"")",no,FALSE,0
587,Javadoc,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/groups/GroupTreeViewModel.java,87,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/groups/GroupTreeViewModel.java#L87,Gets invoked if the user selects a different group. We need to notify the {@link StateManager} about this change so that the main table gets updated.,no,FALSE,0
745,Line,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/autocompleter/SuggestionProvider.java,150,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/autocompleter/SuggestionProvider.java#L150,"In case no stringConverter was provided, use the default strategy",no,FALSE,0
683,Javadoc,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/util/ViewModelTreeTableCellFactory.java,14,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/util/ViewModelTreeTableCellFactory.java#L14,Constructs a {@link TreeTableCell} based on the view model of the row and a bunch of specified converter methods.,no,FALSE,0
190,Javadoc,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/journals/ManageJournalAbbreviationsViewModel.java,306,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/journals/ManageJournalAbbreviationsViewModel.java#L306,Calls the {@link AbbreviationsFileViewModel#writeOrCreate()} method for each file in the journalFiles property which will overwrite the existing files with the content of the abbreviations property of the AbbriviationsFile. Non existing files will be created.,no,FALSE,0
234,Line,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/preferences/GeneralTabViewModel.java,206,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/preferences/GeneralTabViewModel.java#L206,Time stamp,no,FALSE,0
1013,Line,https://github.com/nnovielli/jabref/blob/master/src/main/java/oracle/jdbc/OracleConnection.java,136,https://github.com/nnovielli/jabref/blob/master/src/main/java/oracle/jdbc/OracleConnection.java#L136,Auto-generated method stub,yes,TRUE,1
958,Javadoc,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/DialogService.java,205,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/DialogService.java#L205,"Shows a new file save dialog. The method doesn't return until the displayed file save dialog is dismissed. The return value specifies the file chosen by the user or an empty {@link Optional} if no selection has been made. After a file was selected, the given file dialog configuration is updated with the selected extension type (if any).",no,FALSE,0
128,Line,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/preferences/PreviewTabViewModel.java,202,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/preferences/PreviewTabViewModel.java#L202,TODO: Find a better way to update preview,no,FALSE,0
725,Javadoc,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/logging/ApplicationInsightsAppender.java,29,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/logging/ApplicationInsightsAppender.java#L29,The log event will be forwarded to the {@link LogMessages} archive.,no,FALSE,0
766,Javadoc,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/util/CurrentThreadTaskExecutor.java,23,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/util/CurrentThreadTaskExecutor.java#L23,"Executes the task on the current thread. The code is essentially taken from {@link javafx.concurrent.Task.TaskCallable#call()}, but adapted to run sequentially.",no,FALSE,0
1046,Line,https://github.com/nnovielli/jabref/blob/master/src/main/java/oracle/jdbc/OracleConnection.java,338,https://github.com/nnovielli/jabref/blob/master/src/main/java/oracle/jdbc/OracleConnection.java#L338,Auto-generated method stub,yes,TRUE,1
67,Line,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/mergeentries/MergeEntries.java,153,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/mergeentries/MergeEntries.java#L153,For all fields in joint add a row and possibly radio buttons,no,FALSE,0
441,Javadoc,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/maintable/MainTableNameFormatter.java,11,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/maintable/MainTableNameFormatter.java#L11,"Format a name field for the table, according to user preferences.",yes,TRUE,1
339,Block,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/icon/IconTheme.java,258,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/icon/IconTheme.java#L258,css: twitter *,yes,TRUE,1
350,Javadoc,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/externalfiles/FindUnlinkedFilesDialog.java,99,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/externalfiles/FindUnlinkedFilesDialog.java#L99,"Initializes the components, the layout, the data structure and the actions in this dialog.",no,FALSE,0
1003,Line,https://github.com/nnovielli/jabref/blob/master/src/main/java/oracle/jdbc/OracleConnection.java,76,https://github.com/nnovielli/jabref/blob/master/src/main/java/oracle/jdbc/OracleConnection.java#L76,Auto-generated method stub,yes,TRUE,1
258,Javadoc,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/util/DefaultTaskExecutor.java,22,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/util/DefaultTaskExecutor.java#L22,A very simple implementation of the {@link TaskExecutor} interface. Every submitted task is invoked in a separate thread.,no,FALSE,0
1036,Line,https://github.com/nnovielli/jabref/blob/master/src/main/java/oracle/jdbc/OracleConnection.java,278,https://github.com/nnovielli/jabref/blob/master/src/main/java/oracle/jdbc/OracleConnection.java#L278,Auto-generated method stub,yes,TRUE,1
111,Line,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/externalfiletype/ExternalFileTypes.java,237,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/externalfiletype/ExternalFileTypes.java#L237,"If we found it, remove it from the type list:",yes,TRUE,1
995,Line,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/SidePaneComponent.java,63,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/SidePaneComponent.java#L63,Nothing to do by default,yes,TRUE,1
95,Line,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/openoffice/OOBibBase.java,1163,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/openoffice/OOBibBase.java#L1163,retrieve bookmark by name,yes,TRUE,1
556,Line,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/documentviewer/DocumentViewerControl.java,86,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/documentviewer/DocumentViewerControl.java#L86,We try to find the page that is displayed in the center of the viewport,no,FALSE,0
597,Javadoc,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/journals/AbbreviationsFileViewModel.java,65,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/journals/AbbreviationsFileViewModel.java#L65,This method will write all abbreviations of this abbreviation file to the file on the file system. It essentially will check if the current file is a built in list and if not it will call {@link AbbreviationWriter#writeOrCreate()}.,no,FALSE,0
336,Line,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/edit/ManageKeywordsViewModel.java,122,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/edit/ManageKeywordsViewModel.java#L122,update keywords,yes,TRUE,1
502,Line,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/importer/actions/OpenDatabaseAction.java,49,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/importer/actions/OpenDatabaseAction.java#L49,Migrations: Warning for migrating the Review into the Comment field,no,FALSE,0
265,Line,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/documentviewer/DocumentViewerControl.java,102,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/documentviewer/DocumentViewerControl.java#L102,"Heuristic missed, so try to get page number from first shown page",no,FALSE,0
328,Line,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/openoffice/Bootstrap.java,86,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/openoffice/Bootstrap.java#L86,insert the connector,yes,TRUE,1
444,Line,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/journals/AbbreviateAction.java,70,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/journals/AbbreviateAction.java#L70,Execute the callables and wait for the results.,no,FALSE,0
331,Javadoc,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/autocompleter/SuggestionProvider.java,40,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/autocompleter/SuggestionProvider.java#L40,This is a simple implementation of a generic suggestion provider callback. The complexity of suggestion generation is O(n) where n is the number of possible suggestions.,no,FALSE,0
986,Line,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/cli/JabRefCLI.java,153,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/cli/JabRefCLI.java#L153,boolean options,no,FALSE,0
853,Line,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/architecture/ApacheCommonsLang3Allowed.java,9,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/architecture/ApacheCommonsLang3Allowed.java#L9,The rationale,yes,TRUE,1
977,Line,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/Globals.java,83,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/Globals.java#L83,Background tasks,yes,TRUE,1
549,Javadoc,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/autocompleter/SuggestionProvider.java,91,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/autocompleter/SuggestionProvider.java#L91,Remove all current possible suggestions,yes,TRUE,1
843,Javadoc,https://github.com/nnovielli/jabref/blob/master/src/main/java/oracle/jdbc/dcn/DatabaseChangeRegistration.java,3,https://github.com/nnovielli/jabref/blob/master/src/main/java/oracle/jdbc/dcn/DatabaseChangeRegistration.java#L3,A mocking class used as a placeholder for the real Oracle JDBC drivers to prevent build errors.,no,FALSE,0
533,Line,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/exporter/ExportToClipboardAction.java,85,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/exporter/ExportToClipboardAction.java#L85,"Add chosen export type to last used pref, to become default",no,FALSE,0
1032,Line,https://github.com/nnovielli/jabref/blob/master/src/main/java/oracle/jdbc/OracleConnection.java,254,https://github.com/nnovielli/jabref/blob/master/src/main/java/oracle/jdbc/OracleConnection.java#L254,Auto-generated method stub,yes,TRUE,1
225,Javadoc,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/JabRefMain.java,33,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/JabRefMain.java#L33,JabRef MainClass,yes,TRUE,1
199,Javadoc,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/fieldeditors/contextmenu/EditorMenus.java,88,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/fieldeditors/contextmenu/EditorMenus.java#L88,The default context menu with a specific menu item to cleanup URL.,no,FALSE,0
1021,Line,https://github.com/nnovielli/jabref/blob/master/src/main/java/oracle/jdbc/OracleConnection.java,185,https://github.com/nnovielli/jabref/blob/master/src/main/java/oracle/jdbc/OracleConnection.java#L185,Auto-generated method stub,yes,TRUE,1
757,Line,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/JabRefGUI.java,128,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/JabRefGUI.java#L128,do not open the original file,yes,TRUE,1
385,Javadoc,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/menus/FileHistoryMenu.java,36,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/menus/FileHistoryMenu.java#L36,"Adds the filename to the top of the menu. If it already is in the menu, it is merely moved to the top.",no,FALSE,0
35,Javadoc,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/util/OptionalObjectProperty.java,24,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/util/OptionalObjectProperty.java#L24,"Returns a new ObservableValue that holds the value held by this ObservableValue, or {@code other} when this ObservableValue is empty.",no,FALSE,0
84,Javadoc,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/importer/UnlinkedFilesCrawler.java,40,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/importer/UnlinkedFilesCrawler.java#L40,"Searches recursively all files in the specified directory. <br> <br> All files matched by the given {@link UnlinkedPDFFileFilter} are taken into the resulting tree. <br> <br> The result will be a tree structure of nodes of the type {@link CheckBoxTreeItem}. <br> <br> The user objects that are attached to the nodes is the {@link FileNodeWrapper}, which wraps the {@link File}-Object. <br> <br> For ensuring the capability to cancel the work of this recursive method, the first position in the integer array 'state' must be set to 1, to keep the recursion running. When the states value changes, the method will resolve its recursion and return what it has saved so far.",no,FALSE,0
891,Javadoc,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/BasePanel.java,1052,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/BasePanel.java#L1052,Set the query the user currently searches while this basepanel is active,no,FALSE,0
670,Line,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/fieldeditors/LinkedFilesEditorViewModel.java,76,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/fieldeditors/LinkedFilesEditorViewModel.java#L76,"Only serialize linked files, not the ones that are automatically found",no,FALSE,0
645,Line,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/importer/ImportAction.java,104,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/importer/ImportAction.java#L104,Specific importer:,yes,TRUE,1
914,Line,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/BasePanel.java,495,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/BasePanel.java#L495,All entries had keys.,no,FALSE,0
582,Line,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/collab/EntryChangeViewModel.java,60,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/collab/EntryChangeViewModel.java#L60,Modified externally.,no,FALSE,0
830,Line,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/actions/ActionFactory.java,118,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/actions/ActionFactory.java#L118,"For some reason the graphic is not set correctly, so let's fix this",no,FALSE,0
175,Javadoc,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/groups/GroupNodeViewModel.java,217,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/groups/GroupNodeViewModel.java#L217,Gets invoked if an entry in the current database changes.,yes,TRUE,1
765,Line,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/icon/IconTheme.java,281,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/icon/IconTheme.java#L281,TODO: use WEB_SEARCH instead as soon as it is available TODO: use WEB_SEARCH instead as soon as it is available,no,FALSE,0
178,Block,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/icon/IconTheme.java,223,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/icon/IconTheme.java#L223,css:arrow-up-bold *,yes,TRUE,1
701,Line,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/fieldeditors/LinkedEntriesEditorViewModel.java,70,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/fieldeditors/LinkedEntriesEditorViewModel.java#L70,"TODO: Implement jump to entry TODO: Add toolitp for tag: Localization.lang(""Jump to entry"") This feature was removed while converting the linked entries editor to JavaFX Right now there is no nice way to re-implement it as we have no good interface to control the focus of the main table (except directly using the JabRefFrame class as below) parsedEntryLink.getLinkedEntry().ifPresent( e -> frame.getCurrentBasePanel().highlightEntry(e) );",no,FALSE,0
500,Javadoc,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/keyboard/KeyBindingsDialogViewModel.java,40,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/keyboard/KeyBindingsDialogViewModel.java#L40,Read all keybindings from the keybinding repository and create table keybinding models for them,no,FALSE,0
