ID,type,path_to_file,begin_line,link_to_comment,comment,non-information
FR1138,Line,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/openoffice/OOBibBase.java,750,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/openoffice/OOBibBase.java#L750,The footnote's anchor gives the correct position in the text:,no
FR1291,Line,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/push/PushToLyx.java,77,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/push/PushToLyx.java#L77,"See if it helps to append "".in"":",no
FR399,Line,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/entryeditor/fileannotationtab/FileAnnotationTabViewModel.java,101,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/entryeditor/fileannotationtab/FileAnnotationTabViewModel.java#L101,Remove annotations for the current entry and reinitialize annotation/cache,no
FR133,Line,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/actions/ActionFactory.java,134,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/actions/ActionFactory.java#L134,"For some reason the graphic is not set correctly, so let's fix this",no
FR617,Line,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/groups/GroupTreeView.java,79,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/groups/GroupTreeView.java#L79,Set-up groups tree,no
FR609,Line,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/filelist/LinkedFilesEditDialogViewModel.java,84,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/filelist/LinkedFilesEditDialogViewModel.java#L84,Store the directory for next time:,no
FR8,Line,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/JabRefExecutorService.java,137,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/JabRefExecutorService.java#L137,those threads will be allowed to finish,no
FR1309,Javadoc,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/shared/SharedDatabaseLoginDialogViewModel.java,221,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/shared/SharedDatabaseLoginDialogViewModel.java#L221,Fetches possibly saved data and configures the control elements respectively.,no
FR1088,Javadoc,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/openoffice/CreationException.java,3,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/openoffice/CreationException.java#L3,Exception used to indicate that the plugin attempted to set a character format that is not defined in the current OpenOffice document.,no
FR1236,Line,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/preferences/FileTabViewModel.java,195,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/preferences/FileTabViewModel.java#L195,Autosave,no
FR27,Javadoc,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/JabRefFrame.java,1064,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/JabRefFrame.java#L1064,Sets the indeterminate status of the progress bar. <p>,yes
FR73,Line,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/JabRefFrame.java,1131,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/JabRefFrame.java#L1131,The action was either canceled or unsuccessful.,no
FR1024,Line,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/mergeentries/FetchAndMergeEntry.java,124,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/mergeentries/FetchAndMergeEntry.java#L124,"Remove fields which are not in the merged entry, unless they are internal fields",no
FR1326,Line,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/texparser/CitationsDisplay.java,68,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/texparser/CitationsDisplay.java#L68,Text before the citation.,no
FR1021,Line,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/mergeentries/FetchAndMergeEntry.java,102,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/mergeentries/FetchAndMergeEntry.java#L102,entry type,yes
FR90,Line,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/JabRefGUI.java,162,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/JabRefGUI.java#L162,"Display warnings, if any",yes
FR516,Javadoc,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/externalfiletype/CustomExternalFileType.java,135,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/externalfiletype/CustomExternalFileType.java#L135,Set the string associated with this file type's icon.,yes
FR985,Line,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/maintable/MainTableColumnFactory.java,213,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/maintable/MainTableColumnFactory.java#L213,Added comparator for Read Status,yes
FR917,Javadoc,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/journals/AbbreviationsFileViewModel.java,43,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/journals/AbbreviationsFileViewModel.java#L43,This constructor should only be called to create a pseudo abbreviation file for built in lists. This means it is a placeholder and it's path will be null meaning it has no place on the filesystem. It's isPseudoFile property will therefore be set to true.,no
FR633,Line,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/groups/GroupTreeView.java,354,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/groups/GroupTreeView.java#L354,"TODO: reflective access, should be removed",no
FR505,Line,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/externalfiletype/ExternalFileTypes.java,226,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/externalfiletype/ExternalFileTypes.java#L226,A new or modified entry type. Construct it from the string array:,no
FR1108,Line,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/openoffice/OOBibBase.java,368,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/openoffice/OOBibBase.java#L368,"To account for numbering and for uniqiefiers, we must refresh the cite markers:",no
FR247,Javadoc,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/desktop/JabRefDesktop.java,49,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/desktop/JabRefDesktop.java#L49,Open a http/pdf/ps viewer for the given link string.,no
FR1206,Line,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/preferences/GeneralTabViewModel.java,170,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/preferences/GeneralTabViewModel.java#L170,General,yes
FR922,Javadoc,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/keyboard/KeyBindingsDialogViewModel.java,40,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/keyboard/KeyBindingsDialogViewModel.java#L40,Read all keybindings from the keybinding repository and create table keybinding models for them,no
FR303,Line,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/edit/ReplaceStringViewModel.java,90,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/edit/ReplaceStringViewModel.java#L90,Text leading up to s1 Insert s2,no
FR869,Line,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/importer/actions/OpenDatabaseAction.java,49,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/importer/actions/OpenDatabaseAction.java#L49,Migrations: Warning for migrating the Review into the Comment field,no
FR227,Block,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/collab/MetaDataChangeViewModel.java,23,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/collab/MetaDataChangeViewModel.java#L23,"// TODO: Show detailed description of the changes StringBuilder sb = new StringBuilder( ""<html>"" + Localization.lang(""Changes have been made to the following metadata elements"") + "":<p><br>&nbsp;&nbsp;""); sb.append(changes.stream().map(unit -> unit.key).collect(Collectors.joining(""<br>&nbsp;&nbsp;""))); sb.append(""</html>""); infoPane.setText(sb.toString());",no
FR135,Javadoc,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/actions/Actions.java,3,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/actions/Actions.java#L3,Global String constants for GUI actions,no
FR882,Line,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/importer/fetcher/WebSearchPane.java,81,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/importer/fetcher/WebSearchPane.java#L81,Put everything together,no
FR1156,Line,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/openoffice/OOBibBase.java,1130,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/openoffice/OOBibBase.java#L1130,"Check if we should italicize the ""et al."" string in citations:",yes
FR1029,Line,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/mergeentries/MergeEntriesAction.java,38,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/mergeentries/MergeEntriesAction.java#L38,Inform the user to select entries first.,yes
FR218,Javadoc,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/collab/DatabaseChangeViewModel.java,40,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/collab/DatabaseChangeViewModel.java#L40,"Performs the change. This method is responsible for adding a proper undo edit to the NamedCompound, so the change can be undone.",no
FR618,Line,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/groups/GroupTreeView.java,83,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/groups/GroupTreeView.java#L83,Set-up bindings,no
FR104,Line,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/JabRefMain.java,143,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/JabRefMain.java#L143,Try to contact already running JabRef,no
FR782,Block,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/icon/IconTheme.java,235,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/icon/IconTheme.java#L235,css: file-excel *,yes
FR251,Javadoc,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/desktop/JabRefDesktop.java,213,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/desktop/JabRefDesktop.java#L213,Opens the url with the users standard Browser. If that fails a popup will be shown to instruct the user to open the link manually and the link gets copied to the clipboard,no
FR1438,Javadoc,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/util/BackgroundTask.java,157,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/util/BackgroundTask.java#L157,"Sets the {@link Runnable} that is invoked after the task is finished, irrespectively if it was successful or failed with an error.",no
FR1355,Javadoc,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/util/component/TagBar.java,23,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/util/component/TagBar.java#L23,Field editor that provides various pre-defined options as a drop-down combobox.,no
FR905,Javadoc,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/journals/ManageJournalAbbreviationsViewModel.java,322,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/journals/ManageJournalAbbreviationsViewModel.java#L322,This method stores all file paths of the files in the journalFiles property to the global JabRef preferences. Pseudo abbreviation files will not be stored.,no
FR957,Line,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/maintable/CellFactory.java,31,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/maintable/CellFactory.java#L31,"icon.setToolTipText(Localization.lang(""Open"") + "" URL"");",yes
FR1301,Line,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/search/GlobalSearchBar.java,214,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/search/GlobalSearchBar.java#L214,An empty search field should cause the search to be cleared.,no
FR969,Line,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/maintable/CellFactory.java,80,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/maintable/CellFactory.java#L80,Priority icon used for the menu,no
FR768,Block,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/icon/IconTheme.java,221,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/icon/IconTheme.java#L221,checkbox-marked-circle-outline *,yes
FR21,Javadoc,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/JabRefFrame.java,614,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/JabRefFrame.java#L614,Returns the currently viewed BasePanel.,yes
FR1180,Line,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/openoffice/OpenOfficePanel.java,540,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/openoffice/OpenOfficePanel.java#L540,Generate keys,no
FR1381,Javadoc,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/util/IconValidationDecorator.java,19,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/util/IconValidationDecorator.java#L19,This class is similar to {@link GraphicValidationDecoration} but with a different style and font-based icon.,no
FR217,Javadoc,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/collab/DatabaseChangeViewModel.java,34,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/collab/DatabaseChangeViewModel.java#L34,This method returns a JComponent detailing the nature of the change.,no
FR726,Line,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/groups/GroupTreeViewModel.java,271,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/groups/GroupTreeViewModel.java#L271,"only remove explicit groups from the entries, keyword groups should not be deleted",no
FR1405,Line,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/util/RecursiveTreeItem.java,100,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/util/RecursiveTreeItem.java#L100,Are there children (or children of children...) that are matched? If yes we also need to show this node,no
FR656,Line,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/groups/GroupTreeNodeViewModel.java,159,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/groups/GroupTreeNodeViewModel.java#L159,If there are entries to add,yes
FR976,Line,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/maintable/CellFactory.java,105,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/maintable/CellFactory.java#L105,"node should be generated for each call, as nodes can be added to the scene graph only once",no
FR207,Line,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/bibtexkeypattern/GenerateBibtexKeyAction.java,64,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/bibtexkeypattern/GenerateBibtexKeyAction.java#L64,The user doesn't want to override cite keys,no
FR593,Line,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/fieldeditors/JournalEditorViewModel.java,30,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/fieldeditors/JournalEditorViewModel.java#L30,"TODO: Add undo panel.getUndoManager().addEdit(new UndoableFieldChange(entry, editor.getName(), text, nextAbbreviation));",no
FR805,Javadoc,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/importer/ParserResultWarningDialog.java,19,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/importer/ParserResultWarningDialog.java#L19,Shows a dialog with the warnings from an import or open of a file,no
FR1298,Javadoc,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/search/GlobalSearchBar.java,251,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/search/GlobalSearchBar.java#L251,"The popup has private access in {@link AutoCompletionBinding}, so we use reflection to access it.",no
FR537,Line,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/fieldeditors/URLUtil.java,90,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/fieldeditors/URLUtil.java#L90,"Try to strip the query string, if any, to get the correct suffix:",no
FR417,Line,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/exporter/ExportToClipboardAction.java,85,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/exporter/ExportToClipboardAction.java#L85,"Add chosen export type to last used pref, to become default",no
FR1144,Line,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/openoffice/OOBibBase.java,1014,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/openoffice/OOBibBase.java#L1014,Create a new TextSection from the document factory and access it's XNamed interface,no
FR1354,Javadoc,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/util/component/Tag.java,17,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/util/component/Tag.java#L17,A tag item in a {@link TagBar}.,no
FR727,Line,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/groups/GroupTreeViewModel.java,279,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/groups/GroupTreeViewModel.java#L279,"TODO: Warn if (!WarnAssignmentSideEffects.warnAssignmentSideEffects(node.getNode().getGroup(), panel.frame())) { return; // user aborted operation",no
FR718,Line,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/groups/GroupTreeViewModel.java,153,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/groups/GroupTreeViewModel.java#L153,TODO: Expand parent to make new group visible parent.expand();,no
FR304,Javadoc,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/edit/CopyBibTeXKeyAndLinkAction.java,17,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/edit/CopyBibTeXKeyAndLinkAction.java#L17,This class will copy each selected entry's BibTeX key as a hyperlink to its url to the clipboard. In case an entry doesn't have a BibTeX key it will not be copied. In case an entry doesn't have an url this will only copy the BibTeX key.,no
FR521,Line,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/externalfiletype/CustomExternalFileType.java,70,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/externalfiletype/CustomExternalFileType.java#L70,check whether there is another icon defined for this file type,no
FR1290,Line,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/push/PushToLyx.java,75,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/push/PushToLyx.java#L75,"this needs to fixed because it gives ""asdf"" when going prefs.get(""lyxpipe"")",no
FR404,Javadoc,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/errorconsole/ErrorConsoleViewModel.java,53,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/errorconsole/ErrorConsoleViewModel.java#L53,Concatenates the formatted message of the given {@link LogEvent}s by using the a new line separator.,no
FR1439,Javadoc,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/util/BackgroundTask.java,166,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/util/BackgroundTask.java#L166,Creates a {@link BackgroundTask} that first runs this task and based on the result runs a second task.,no
FR710,Javadoc,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/groups/GroupTreeViewModel.java,141,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/groups/GroupTreeViewModel.java#L141,"Opens ""New Group Dialog"" and add the resulting group to the specified group",no
FR523,Line,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/externalfiletype/StandardExternalFileType.java,67,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/externalfiletype/StandardExternalFileType.java#L67,"On all OSes there is a generic application available to handle file opening, so use this one",no
FR208,Line,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/bibtexkeypattern/GenerateBibtexKeyAction.java,76,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/bibtexkeypattern/GenerateBibtexKeyAction.java#L76,generate the new cite keys for each entry,no
FR193,Line,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/bibtexkeypattern/BibtexKeyPatternPanel.java,145,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/bibtexkeypattern/BibtexKeyPatternPanel.java#L145,default value,yes
FR1214,Javadoc,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/preferences/AppearancePrefsTab.java,35,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/preferences/AppearancePrefsTab.java#L35,Customization of appearance parameters.,no
FR650,Line,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/groups/UndoableAddOrRemoveGroup.java,124,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/groups/UndoableAddOrRemoveGroup.java#L124,"remove node, then insert all children",no
FR163,Javadoc,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/autocompleter/SuggestionProvider.java,91,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/autocompleter/SuggestionProvider.java#L91,Remove all current possible suggestions,yes
FR446,Line,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/exporter/WriteXMPAction.java,64,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/exporter/WriteXMPAction.java#L64,Get entries and check if it makes sense to perform this operation,no
FR907,Javadoc,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/journals/ManageJournalAbbreviationsViewModel.java,347,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/journals/ManageJournalAbbreviationsViewModel.java#L347,"This method first saves all external files to its internal list, then writes all abbreviations to their files and finally updates the abbreviations auto complete. It basically calls {@link #saveExternalFilesList()}, {@link #saveJournalAbbreviationFiles() } and finally {@link JournalAbbreviationLoader#update(JournalAbbreviationPreferences)}.",no
FR877,Line,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/importer/actions/OpenDatabaseAction.java,222,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/importer/actions/OpenDatabaseAction.java#L222,do not open the original file,no
FR223,Javadoc,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/collab/ChangeScanner.java,33,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/collab/ChangeScanner.java#L33,"Finds the entry in the list best fitting the specified entry. Even if no entries get a score above zero, an entry is still returned.",no
FR873,Line,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/importer/actions/OpenDatabaseAction.java,152,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/importer/actions/OpenDatabaseAction.java#L152,"no more bps to check, we found a matching one",no
FR185,Line,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/bibtexkeypattern/BibtexKeyPatternPanel.java,30,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/bibtexkeypattern/BibtexKeyPatternPanel.java#L30,default pattern,yes
FR281,Line,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/documentviewer/DocumentViewerControl.java,86,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/documentviewer/DocumentViewerControl.java#L86,We try to find the page that is displayed in the center of the viewport,no
FR1279,Javadoc,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/push/AbstractPushToApplication.java,129,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/push/AbstractPushToApplication.java#L129,Function to get the command name in case it is different from the application name,no
FR102,Line,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/JabRefMain.java,109,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/JabRefMain.java#L109,Check if we are running an acceptable version of Java,yes
FR169,Javadoc,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/autocompleter/SuggestionProvider.java,164,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/autocompleter/SuggestionProvider.java#L164,{@inheritDoc},yes
FR361,Line,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/entryeditor/EntryEditor.java,141,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/entryeditor/EntryEditor.java#L141,Alt on Windows,no
FR682,Line,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/groups/GroupDialog.java,180,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/groups/GroupDialog.java#L180,General information,no
FR1125,Line,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/openoffice/OOBibBase.java,596,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/openoffice/OOBibBase.java#L596,"compare normalized markers, since the actual markers can be different",no
FR308,Line,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/edit/ManageKeywordsViewModel.java,58,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/edit/ManageKeywordsViewModel.java#L58,all keywords from first entry have to be added,no
FR1312,Line,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/shared/SharedDatabaseLoginDialogView.java,63,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/shared/SharedDatabaseLoginDialogView.java#L63,"must be set here, because in initialize the button is still null",no
FR1053,Line,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/metadata/BibtexStringViewModel.java,87,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/metadata/BibtexStringViewModel.java#L87,everything is ok,yes
FR495,Line,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/externalfiletype/ExternalFileTypes.java,143,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/externalfiletype/ExternalFileTypes.java#L143,See if we can find a type with matching name in the default type list:,no
FR45,Line,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/JabRefFrame.java,423,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/JabRefFrame.java#L423,We need to wait with setting the divider since it gets reset a few times during the initial set-up,no
FR700,Line,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/groups/GroupNodeViewModel.java,225,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/groups/GroupNodeViewModel.java#L225,"We calculate the new hit value We could be more intelligent and try to figure out the new number of hits based on the entry change for example, a previously matched entry gets removed -> hits = hits - 1",no
FR497,Line,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/externalfiletype/ExternalFileTypes.java,156,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/externalfiletype/ExternalFileTypes.java#L156,"It was modified. Remove its entry from the defaults list, since the type hasn't been removed:",no
FR552,Line,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/fieldeditors/LinkedFileViewModel.java,212,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/fieldeditors/LinkedFileViewModel.java#L212,Cannot rename remote links,no
FR664,Line,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/groups/UndoableModifySubtree.java,42,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/groups/UndoableModifySubtree.java#L42,remember modified children for redo,no
FR113,Javadoc,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/SidePaneManager.java,70,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/SidePaneManager.java#L70,If the given component is visible it will be hidden and the other way around.,yes
